17138,no,0,0,0,0,0,1,0,0.91688,32,7,0,1,1,0,0,1,0.08312
17139,no,0,0,0,0,0,1,0,0.70608,32,2,0,1,1,0,0,1,0.29392
17140,no,0,0,0,0,0,1,0,0.9595,32,6,0,1,1,0,0,1,0.0405
17141,no,0,0,0,0,0,1,0,0.88509,32,6,0,1,1,0,0,1,0.11491
17142,no,0,0,0,0,0,5,0,0.65067,11,7,0,1,1,0,0,5,0.34933
17143,no,0,0,0,0,0,5,0,0.71215,11,5,0,1,1,0,0,5,0.28785
17144,no,0,0,0,0,0,2,0,0.90139,4,6,0,1,1,0,0,2,0.09861
17145,no,0,0,0,0,0,2,0,0.87621,4,5,0,1,1,0,0,2,0.12379
17146,no,0,0,0,0,0,5,0,0.44005,11,7,0,1,1,0,0,5,0.55995
17147,no,0,0,0,0,0,5,0,0.38459,11,7,0,1,1,0,0,5,0.61541
17148,no,0,0,0,0,0,5,0,0.72858,11,5,0,1,1,0,0,5,0.27142
17149,no,0,0,0,0,0,5,0,0.95946,11,5,0,1,1,0,0,5,0.04054
17150,no,0,0,0,0,0,2,0,0.91957,4,5,0,1,1,0,0,2,0.08043
17151,no,0,0,0,0,0,2,0,0.98323,4,2,0,1,1,0,0,2,0.01677
17152,no,0,0,0,0,0,5,0,0.89821,11,5,0,1,1,0,0,5,0.10179
17153,no,0,0,0,0,0,5,0,0.85419,11,5,0,1,1,0,0,5,0.14581
17154,no,0,0,0,0,0,1,0,0.41082,7,6,0,1,1,0,0,1,0.58918
17155,no,0,0,0,0,0,1,0,0.87469,7,6,0,1,1,0,0,1,0.12531
17156,no,0,0,0,0,0,1,0,0.97791,7,5,0,1,1,0,0,1,0.02209
17157,no,0,0,0,0,0,1,0,0.88333,7,5,0,1,1,0,0,1,0.11667
17158,no,0,0,0,0,0,1,0,0.72827,7,6,0,1,1,0,0,1,0.27173
17159,no,0,0,0,0,0,1,0,0.80172,7,5,0,1,1,0,0,1,0.19828
17160,no,0,0,0,0,0,1,0,0.49052,7,5,0,1,1,0,0,1,0.50948
17161,no,0,0,0,0,0,1,0,0.53053,14,1,0,1,1,0,0,1,0.46947
17162,no,0,0,0,0,0,1,0,0.84301,14,2,0,1,1,0,0,1,0.15699
17163,no,0,0,0,0,0,1,0,0.97801,14,2,0,1,1,0,0,1,0.02199
17164,no,0,0,0,0,0,1,0,0.97654,14,2,0,1,1,0,0,1,0.02346
17165,no,0,0,0,0,0,1,0,0.9301,14,6,0,1,1,0,0,1,0.0699
17166,no,0,1,0,1,1,2,0,0.95286,8,4,1,0,0,2,2,3,0.04714
17167,no,0,1,0,1,1,2,0,0.65417,8,2,1,0,0,2,2,3,0.34583
17168,no,0,1,0,1,1,2,0,0.73884,8,2,1,0,0,2,2,3,0.26116
17169,no,0,1,0,1,1,2,0,0.95859,8,1,1,0,0,2,2,3,0.04141
17170,no,0,1,0,1,1,2,0,0.55586,8,2,1,0,0,2,2,3,0.44414
17171,no,0,1,0,1,1,2,0,0.42717,8,2,1,0,0,2,2,3,0.57283
17172,no,0,1,0,1,1,2,0,0.81309,8,2,1,0,0,2,2,3,0.18691
17173,no,0,1,0,1,1,2,0,0.913,8,2,1,0,0,2,2,3,0.087
17174,no,0,0,0,0,0,2,0,0.56969,4,5,0,1,1,0,0,2,0.43031
17175,no,0,0,0,0,0,2,0,0.47233,4,5,0,1,1,0,0,2,0.52767
17176,no,0,0,0,0,0,2,0,0.84684,4,2,0,1,1,0,0,2,0.15316
17177,no,0,0,0,0,0,2,0,0.60462,4,6,0,1,1,0,0,2,0.39538
17178,no,0,0,0,0,0,1,0,0.9701,9,2,0,1,1,0,0,1,0.0299
17179,no,0,0,0,0,0,1,0,0.98277,9,2,0,1,1,0,0,1,0.01723
17180,no,0,0,0,0,0,1,0,0.60672,9,1,0,1,1,0,0,1,0.39328
17181,no,0,0,0,0,0,1,0,0.51038,9,1,0,1,1,0,0,1,0.48962
17182,no,0,0,0,0,0,1,0,0.58057,9,4,0,1,1,0,0,1,0.41943
17183,no,0,0,0,0,0,1,0,0.80982,9,5,0,1,1,0,0,1,0.19018
17184,no,0,0,0,0,0,1,0,0.87082,9,5,0,1,1,0,0,1,0.12918
17185,no,0,0,0,0,0,1,0,0.90181,9,6,0,1,1,0,0,1,0.09819
17186,no,0,0,0,0,0,1,0,0.98402,9,6,0,1,1,0,0,1,0.01598
17187,no,0,0,0,0,0,2,0,0.92385,11,1,0,1,1,0,0,2,0.07615
17188,no,0,0,0,0,0,2,0,0.83825,11,2,0,1,1,0,0,2,0.16175
17189,no,0,0,0,0,0,2,0,0.99906,11,2,0,1,1,0,0,2,0.00094
17190,no,8,1,0,0.625,0,2,8,0.76423,11,4,8,1,1,2,1,3,0.23577
17191,no,4,1,0,1,0,2,4,0.59833,11,2,4,1,1,2,1,3,0.40167
17192,no,8,1,0,0.625,0,2,8,0.83702,11,2,8,1,1,2,1,3,0.16298
17193,no,3,1,0,1,0,1,3,0.82876,18,6,3,1,1,2,1,2,0.17124
17194,no,3,1,0,1,0,1,3,0.83481,18,6,3,1,1,2,1,2,0.16519
17195,no,3,1,0,1,0,1,3,0.96716,18,6,3,1,1,2,1,2,0.03284
17196,no,0,0,0,0,0,2,0,0.80946,11,2,0,1,1,0,0,2,0.19054
17197,no,0,0,0,0,0,2,0,0.9818,11,2,0,1,1,0,0,2,0.0182
17198,no,0,0,0,0,0,2,0,0.98267,11,2,0,1,1,0,0,2,0.01733
17199,no,0,0,0,0,0,2,0,0.97815,11,2,0,1,1,0,0,2,0.02185
17200,no,0,0,0,0,0,2,0,0.59993,11,1,0,1,1,0,0,2,0.40007
17201,no,0,0,0,0,0,2,0,0.90774,11,1,0,1,1,0,0,2,0.09226
17202,no,0,0,0,0,0,2,0,0.93584,11,4,0,1,1,0,0,2,0.06416
17203,no,0,0,0,0,0,2,0,0.96674,11,2,0,1,1,0,0,2,0.03326
17204,no,0,1,1,0,1,2,0,0.88787,1,2,1,0,0,1,2,3,0.11213
17205,no,0,0,0,0,0,1,0,0.8536,33,5,0,1,1,0,0,1,0.1464
17206,no,0,0,0,0,0,1,0,0.73512,33,5,0,1,1,0,0,1,0.26488
17207,no,0,0,0,0,0,1,0,0.55321,33,6,0,1,1,0,0,1,0.44679
17208,no,0,0,0,0,0,1,0,0.25343,33,7,0,1,1,0,0,1,0.74657
17209,no,0,0,0,0,0,1,0,0.78741,33,5,0,1,1,0,0,1,0.21259
17210,no,0,0,0,0,0,1,0,0.62584,33,5,0,1,1,0,0,1,0.37416
17211,no,0,0,0,0,0,1,0,0.60666,33,5,0,1,1,0,0,1,0.39334
17212,no,0,0,0,0,0,1,0,0.39101,33,1,0,1,1,0,0,1,0.60899
17213,no,0,0,0,0,0,1,0,0.86256,33,7,0,1,1,0,0,1,0.13744
17214,no,0,0,0,0,0,1,0,0.63605,33,2,0,1,1,0,0,1,0.36395
17215,no,0,0,0,0,0,1,0,0.61552,33,2,0,1,1,0,0,1,0.38448
17216,no,0,0,0,0,0,1,0,0.69625,33,1,0,1,1,0,0,1,0.30375
17217,no,0,0,0,0,0,1,0,0.71111,33,1,0,1,1,0,0,1,0.28889
17218,no,0,0,0,0,0,1,0,0.70166,33,2,0,1,1,0,0,1,0.29834
17219,no,0,1,0,1,1,2,0,0.6924,10,4,1,0,0,2,2,3,0.3076
17220,no,0,0,0,0,0,1,0,0.97349,33,2,0,1,1,0,0,1,0.02651
17221,no,0,0,0,0,0,1,0,0.81244,33,2,0,1,1,0,0,1,0.18756
17222,no,0,0,0,0,0,1,0,0.89448,33,2,0,1,1,0,0,1,0.10552
17223,no,0,0,0,0,0,1,0,0.89575,33,2,0,1,1,0,0,1,0.10425
17224,no,0,0,0,0,0,1,0,0.42879,33,2,0,1,1,0,0,1,0.57121
17225,no,0,0,0,0,0,1,0,0.37275,33,4,0,1,1,0,0,1,0.62725
17226,no,0,0,0,0,0,1,0,0.86255,33,2,0,1,1,0,0,1,0.13745
17227,no,0,0,0,0,0,1,0,0.78496,33,2,0,1,1,0,0,1,0.21504
17228,no,0,0,0,0,0,1,0,0.45842,33,2,0,1,1,0,0,1,0.54158
17229,no,0,0,0,0,0,1,0,0.93668,33,4,0,1,1,0,0,1,0.06332
17230,no,0,0,0,0,0,1,0,0.78512,33,2,0,1,1,0,0,1,0.21488
17231,no,0,0,0,0,0,1,0,0.62633,33,2,0,1,1,0,0,1,0.37367
17232,no,0,0,0,0,0,1,0,0.7613,33,2,0,1,1,0,0,1,0.2387
17233,no,0,0,0,0,0,1,0,0.29338,33,6,0,1,1,0,0,1,0.70662
17234,no,0,0,0,0,0,1,0,0.7588,33,2,0,1,1,0,0,1,0.2412
17235,no,0,0,0,0,0,1,0,0.57481,33,5,0,1,1,0,0,1,0.42519
17236,no,0,0,0,0,0,1,0,0.76617,33,5,0,1,1,0,0,1,0.23383
17237,no,0,0,0,0,0,1,0,0.82499,33,6,0,1,1,0,0,1,0.17501
17238,no,0,0,0,0,0,1,0,0.8199,33,6,0,1,1,0,0,1,0.1801
17239,no,0,0,0,0,0,1,0,0.61618,10,2,0,1,1,0,0,1,0.38382
17240,no,0,0,0,0,0,1,0,0.98631,10,2,0,1,1,0,0,1,0.01369
17241,no,0,0,0,0,0,1,0,0.9123,10,2,0,1,1,0,0,1,0.0877
17242,no,0,0,0,0,0,1,0,0.79354,10,2,0,1,1,0,0,1,0.20646
17243,no,0,0,0,0,0,1,0,0.5925,10,2,0,1,1,0,0,1,0.4075
17244,no,0,0,0,0,0,1,0,0.71037,10,4,0,1,1,0,0,1,0.28963
17245,no,0,0,0,0,0,1,0,0.96447,10,2,0,1,1,0,0,1,0.03553
17246,no,0,0,0,0,0,1,0,0.70498,10,2,0,1,1,0,0,1,0.29502
17247,no,0,0,0,0,0,1,0,0.46179,10,2,0,1,1,0,0,1,0.53821
17248,no,0,0,0,0,0,1,0,0.69144,10,5,0,1,1,0,0,1,0.30856
17249,no,0,0,0,0,0,2,0,0.59802,16,5,0,1,1,0,0,2,0.40198
17250,no,0,0,0,0,0,2,0,0.67272,16,2,0,1,1,0,0,2,0.32728
17251,no,0,0,0,0,0,2,0,0.84247,16,2,0,1,1,0,0,2,0.15753
17252,no,0,0,0,0,0,2,0,0.67117,16,5,0,1,1,0,0,2,0.32883
17253,no,0,0,0,0,0,1,0,0.99484,14,6,0,1,1,0,0,1,0.00516
17254,no,0,0,0,0,0,1,0,0.99628,14,6,0,1,1,0,0,1,0.00372
17255,no,0,0,0,0,0,1,0,0.99241,14,6,0,1,1,0,0,1,0.00759
17256,no,0,0,0,0,0,1,0,0.85251,14,5,0,1,1,0,0,1,0.14749
17257,no,0,0,0,0,0,1,0,0.50115,14,6,0,1,1,0,0,1,0.49885
17258,no,0,0,0,0,0,1,0,0.8067,14,7,0,1,1,0,0,1,0.1933
17259,no,0,0,0,0,0,1,0,0.87082,14,7,0,1,1,0,0,1,0.12918
17260,no,0,0,0,0,0,1,0,0.98419,14,7,0,1,1,0,0,1,0.01581
17261,no,0,0,0,0,0,1,0,0.93767,14,7,0,1,1,0,0,1,0.06233
17262,no,0,0,0,0,0,1,0,0.99418,14,7,0,1,1,0,0,1,0.00582
17263,no,0,0,0,0,0,1,0,0.22309,14,5,0,1,1,0,0,1,0.77691
17264,no,0,0,0,0,0,1,0,0.52922,14,7,0,1,1,0,0,1,0.47078
17265,no,0,0,0,0,0,1,0,0.76667,14,6,0,1,1,0,0,1,0.23333
17266,no,0,0,0,0,0,1,0,0.98865,14,6,0,1,1,0,0,1,0.01135
17267,no,4,1,0,0.875,0,1,3,0.96645,3,6,4,1,1,2,1,2,0.03355
17268,no,4,1,0,0.875,0,1,3,0.80879,3,5,4,1,1,2,1,2,0.19121
17269,no,0,0,0,0,0,1,0,0.86431,8,2,0,1,1,0,0,1,0.13569
17270,no,0,0,0,0,0,1,0,0.98253,8,2,0,1,1,0,0,1,0.01747
17271,no,0,0,0,0,0,1,0,0.95957,8,2,0,1,1,0,0,1,0.04043
17272,no,0,0,0,0,0,1,0,0.99681,8,2,0,1,1,0,0,1,0.00319
17273,no,0,0,0,0,0,1,0,0.99285,8,4,0,1,1,0,0,1,0.00715
17274,no,0,0,0,0,0,1,0,0.31049,8,2,0,1,1,0,0,1,0.68951
17275,no,0,0,0,0,0,1,0,0.65992,8,2,0,1,1,0,0,1,0.34008
17276,no,0,0,0,0,0,1,0,0.87986,8,5,0,1,1,0,0,1,0.12014
17277,no,0,0,0,0,0,1,0,0.71377,10,2,0,1,1,0,0,1,0.28623
17278,no,0,0,0,0,0,1,0,0.85091,10,2,0,1,1,0,0,1,0.14909
17279,no,0,0,0,0,0,1,0,0.65826,10,2,0,1,1,0,0,1,0.34174
17280,no,0,0,0,0,0,1,0,0.64945,10,1,0,1,1,0,0,1,0.35055
17281,no,0,0,0,0,0,1,0,0.75793,10,2,0,1,1,0,0,1,0.24207
17282,no,0,0,0,0,0,1,0,0.68587,10,2,0,1,1,0,0,1,0.31413
17283,no,0,0,0,0,0,1,0,0.99842,10,1,0,1,1,0,0,1,0.00158
17284,no,0,0,0,0,0,1,0,0.44458,10,7,0,1,1,0,0,1,0.55542
17285,no,0,0,0,0,0,1,0,0.47354,10,5,0,1,1,0,0,1,0.52646
17286,no,0,0,0,0,0,1,0,0.99989,10,1,0,1,1,0,0,1,0.00011
17287,no,0,0,0,0,0,2,0,0.557,7,6,0,1,1,0,0,2,0.443
17288,no,0,0,0,0,0,2,0,0.91152,7,2,0,1,1,0,0,2,0.08848
17289,no,0,0,0,0,0,2,0,0.72779,7,2,0,1,1,0,0,2,0.27221
17290,no,0,0,0,0,0,2,0,0.46257,7,2,0,1,1,0,0,2,0.53743
17291,no,0,0,0,0,0,2,0,0.49676,7,7,0,1,1,0,0,2,0.50324
17292,no,0,0,0,0,0,2,0,0.99935,7,1,0,1,1,0,0,2,0.00065
17293,no,0,0,0,0,0,2,0,0.36601,7,2,0,1,1,0,0,2,0.63399
17294,no,0,0,1,0,0,1,0,0.94183,1,5,0,1,1,0,0,1,0.05817
17295,no,0,0,1,0,0,1,0,0.97986,1,5,0,1,1,0,0,1,0.02014
17296,no,0,0,1,0,0,1,0,0.97899,1,5,0,1,1,0,0,1,0.02101
17297,no,0,0,0,0,0,1,0,0.70158,6,6,0,1,1,0,0,1,0.29842
17298,no,0,0,0,0,0,1,0,0.8998,6,6,0,1,1,0,0,1,0.1002
17299,no,0,0,0,0,0,1,0,0.7339,6,5,0,1,1,0,0,1,0.2661
17300,no,0,0,0,0,0,1,0,0.37958,6,6,0,1,1,0,0,1,0.62042
17301,no,0,0,0,0,0,1,0,0.98705,6,2,0,1,1,0,0,1,0.01295
17302,no,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1
17303,no,0,0,1,0,0,1,0,0.98894,1,5,0,1,1,0,0,1,0.01106
17304,no,0,0,1,0,0,1,0,0.87732,1,5,0,1,1,0,0,1,0.12268
17305,no,0,0,1,0,0,1,0,0.97584,1,5,0,1,1,0,0,1,0.02416
17306,no,0,0,1,0,0,1,0,0.99826,1,3,0,1,1,0,0,1,0.00174
17307,no,0,0,0,0,0,1,0,0.33904,17,6,0,1,1,0,0,1,0.66096
17308,no,0,0,0,0,0,1,0,0.99156,3,5,0,1,1,0,0,1,0.00844
17309,no,0,0,0,0,0,1,0,0.70545,17,5,0,1,1,0,0,1,0.29455
17310,no,0,0,0,0,0,1,0,0.96236,3,5,0,1,1,0,0,1,0.03764
17311,no,0,0,0,0,0,1,0,0.94155,9,2,0,1,1,0,0,1,0.05845
17312,no,0,0,0,0,0,1,0,0.37269,9,4,0,1,1,0,0,1,0.62731
17313,no,0,0,0,0,0,1,0,0.32331,9,5,0,1,1,0,0,1,0.67669
17314,no,0,0,0,0,0,1,0,0.54368,9,3,0,1,1,0,0,1,0.45632
17315,no,0,0,0,0,0,1,0,0.38116,9,1,0,1,1,0,0,1,0.61884
17316,no,0,0,0,0,0,1,0,0.96523,9,1,0,1,1,0,0,1,0.03477
17317,no,0,0,0,0,0,1,0,0.61739,9,2,0,1,1,0,0,1,0.38261
17318,no,0,0,0,0,0,1,0,0.55049,9,4,0,1,1,0,0,1,0.44951
17319,no,0,0,0,0,0,1,0,0.96288,9,5,0,1,1,0,0,1,0.03712
17320,no,0,1,1,0,1,2,0,0.61917,1,2,1,0,0,1,2,3,0.38083
17321,no,0,0,0,0,0,1,0,0.51105,3,2,0,1,1,0,0,1,0.48895
17322,no,0,0,0,0,0,1,0,0.63438,3,4,0,1,1,0,0,1,0.36562
17323,no,0,0,0,0,0,1,0,0.98619,3,5,0,1,1,0,0,1,0.01381
17324,no,0,0,0,0,0,2,0,0.86913,12,2,0,1,1,0,0,2,0.13087
17325,no,0,0,0,0,0,2,0,0.54436,12,2,0,1,1,0,0,2,0.45564
17326,no,0,0,0,0,0,2,0,0.80408,12,2,0,1,1,0,0,2,0.19592
17327,no,0,0,0,0,0,2,0,0.94266,12,1,0,1,1,0,0,2,0.05734
17328,no,0,0,0,0,0,2,0,0.55954,12,1,0,1,1,0,0,2,0.44046
17329,no,8,3,1,0.236363636,2,1,3,0.96036,12,6,10,1,1,3,5,4,0.03964
17330,no,0,0,0,0,0,1,0,0.9623,5,2,0,1,1,0,0,1,0.0377
17331,no,0,0,0,0,0,1,0,0.85803,4,5,0,1,1,0,0,1,0.14197
17332,no,0,0,0,0,0,2,0,0.80422,12,2,0,1,1,0,0,2,0.19578
17333,no,0,0,0,0,0,2,0,0.34842,12,7,0,1,1,0,0,2,0.65158
17334,no,0,0,0,0,0,2,0,0.98024,12,5,0,1,1,0,0,2,0.01976
17335,no,0,0,0,0,0,2,0,0.98926,12,6,0,1,1,0,0,2,0.01074
17336,no,0,0,0,0,0,2,0,0.91989,12,2,0,1,1,0,0,2,0.08011
17337,no,4,1,0,0.875,0,1,4,0.87213,11,6,4,1,1,2,1,2,0.12787
17338,no,5,1,0,0.76,0,1,5,0.73939,11,5,5,1,1,2,1,2,0.26061
17339,no,5,1,0,0.76,0,1,5,0.81223,11,6,5,1,1,2,1,2,0.18777
17340,no,0,0,0,0,0,2,0,0.62834,2,2,0,1,1,0,0,2,0.37166
17341,no,0,0,1,0,0,2,0,0.92022,2,5,0,1,1,0,0,2,0.07978
17342,no,0,0,0,0,0,2,0,0.46315,6,2,0,1,1,0,0,2,0.53685
17343,no,0,0,0,0,0,2,0,0.97896,6,2,0,1,1,0,0,2,0.02104
17344,no,0,0,0,0,0,2,0,0.85758,6,1,0,1,1,0,0,2,0.14242
17345,no,0,0,0,0,0,2,0,0.99784,6,1,0,1,1,0,0,2,0.00216
17346,no,0,0,0,0,0,2,0,0.81259,6,2,0,1,1,0,0,2,0.18741
17347,no,0,0,0,0,0,2,0,0.97484,6,2,0,1,1,0,0,2,0.02516
17348,no,0,0,0,0,0,2,0,0.8865,8,1,0,1,1,0,0,2,0.1135
17349,no,0,0,0,0,0,2,0,0.9668,8,2,0,1,1,0,0,2,0.0332
17350,no,0,0,0,0,0,2,0,0.29697,8,1,0,1,1,0,0,2,0.70303
17351,no,0,0,0,0,0,2,0,0.85714,8,2,0,1,1,0,0,2,0.14286
17352,no,0,0,0,0,0,2,0,0.9276,8,2,0,1,1,0,0,2,0.0724
17353,no,0,0,0,0,0,2,0,0.68884,8,4,0,1,1,0,0,2,0.31116
17354,no,0,0,0,0,0,2,0,0.87114,8,4,0,1,1,0,0,2,0.12886
17355,no,0,0,0,0,0,2,0,0.5031,8,4,0,1,1,0,0,2,0.4969
17356,no,0,0,0,0,0,1,0,0.79567,6,2,0,1,1,0,0,1,0.20433
17357,no,0,0,0,0,0,1,0,0.73812,6,2,0,1,1,0,0,1,0.26188
17358,no,0,0,0,0,0,1,0,0.95893,6,2,0,1,1,0,0,1,0.04107
17359,no,0,0,0,0,0,1,0,0.98316,6,2,0,1,1,0,0,1,0.01684
17360,no,0,0,0,0,0,1,0,0.76579,6,1,0,1,1,0,0,1,0.23421
17361,no,0,0,0,0,0,1,0,0.6368,6,5,0,1,1,0,0,1,0.3632
17362,no,0,0,0,0,0,1,0,0.86211,7,5,0,1,1,0,0,1,0.13789
17363,no,0,0,0,0,0,1,0,0.4026,7,5,0,1,1,0,0,1,0.5974
17364,no,0,0,0,0,0,1,0,0.74183,7,2,0,1,1,0,0,1,0.25817
17365,no,0,0,0,0,0,1,0,0.38369,7,4,0,1,1,0,0,1,0.61631
17366,no,0,0,0,0,0,1,0,0.89452,7,5,0,1,1,0,0,1,0.10548
17367,no,0,1,0,1,1,1,0,0.99541,8,1,1,0,0,2,2,2,0.00459
17368,no,0,1,0,1,1,1,0,0.70166,8,1,1,0,0,2,2,2,0.29834
17369,no,0,1,0,1,1,1,0,0.66128,8,2,1,0,0,2,2,2,0.33872
17370,no,0,1,0,1,1,1,0,0.74933,8,7,1,0,0,2,2,2,0.25067
17371,no,0,1,0,1,1,1,0,0.87013,8,2,1,0,0,2,2,2,0.12987
17372,no,0,1,0,1,1,1,0,0.91413,8,2,1,0,0,2,2,2,0.08587
17373,no,0,1,0,1,1,1,0,0.76127,8,2,1,0,0,2,2,2,0.23873
17374,no,0,1,0,1,1,1,0,0.57139,8,3,1,0,0,2,2,2,0.42861
17375,no,0,0,0,0,0,1,0,0.52326,7,1,0,1,1,0,0,1,0.47674
17376,no,0,0,0,0,0,1,0,0.46656,7,2,0,1,1,0,0,1,0.53344
17377,no,2,1,0,1,0,2,2,0.43217,12,1,2,1,1,2,1,3,0.56783
17378,no,0,0,0,0,0,1,0,0.55395,7,2,0,1,1,0,0,1,0.44605
17379,no,8,1,0,0.386363636,0,2,8,0.49842,12,4,8,1,1,1,1,3,0.50158
17380,no,0,0,0,0,0,1,0,0.71281,7,2,0,1,1,0,0,1,0.28719
17381,no,3,1,0,0.696969697,0,2,3,0.61389,12,7,3,1,1,2,1,3,0.38611
17382,no,0,0,0,0,0,1,0,0.4947,7,7,0,1,1,0,0,1,0.5053
17383,no,2,1,0,1,0,2,2,0.71874,12,1,2,1,1,2,1,3,0.28126
17384,no,0,0,0,0,0,1,0,0.37777,7,7,0,1,1,0,0,1,0.62223
17385,no,0,0,0,0,0,1,0,0.53574,7,7,0,1,1,0,0,1,0.46426
17386,no,0,1,0,1,1,1,0,0.95795,11,5,1,0,0,2,2,2,0.04205
17387,no,0,1,0,1,1,1,0,0.72848,11,1,1,0,0,2,2,2,0.27152
17388,no,3,1,0,0.878787879,0,2,3,0.93606,12,2,3,1,1,2,1,3,0.06394
17389,no,0,1,0,1,1,1,0,0.56542,11,5,1,0,0,2,2,2,0.43458
17390,no,2,1,0,1,0,2,2,0.47134,12,4,2,1,1,2,1,3,0.52866
17391,no,0,1,0,1,1,1,0,0.54615,11,6,1,0,0,2,2,2,0.45385
17392,no,0,1,0,1,1,1,0,0.76163,11,7,1,0,0,2,2,2,0.23837
17393,no,0,1,0,1,1,1,0,0.4387,11,1,1,0,0,2,2,2,0.5613
17394,no,38,1,0,0.126794258,0,2,13,0.99986,12,6,38,1,1,1,1,3,0.00014
17395,no,0,1,0,1,1,1,0,0.99394,11,7,1,0,0,2,2,2,0.00606
17396,no,7,1,0,0.428571429,0,2,7,0.98933,12,4,7,1,1,1,1,3,0.01067
17397,no,0,1,0,1,1,1,0,0.59729,11,7,1,0,0,2,2,2,0.40271
17398,no,0,1,0,1,1,1,0,0.77943,11,7,1,0,0,2,2,2,0.22057
17399,no,0,1,0,1,1,1,0,0.6108,11,7,1,0,0,2,2,2,0.3892
17400,no,0,1,0,1,1,1,0,0.62031,11,6,1,0,0,2,2,2,0.37969
17401,no,0,1,0,1,1,1,0,0.96968,3,5,1,0,0,2,2,2,0.03032
17402,no,0,1,0,1,1,1,0,0.98771,3,5,1,0,0,2,2,2,0.01229
17403,no,0,1,0,1,1,1,0,0.32018,3,5,1,0,0,2,2,2,0.67982
17404,no,0,0,0,0,0,1,0,0.79441,4,5,0,1,1,0,0,1,0.20559
17405,no,0,0,0,0,0,1,0,0.92171,4,5,0,1,1,0,0,1,0.07829
17406,no,0,0,0,0,0,1,0,0.95835,4,5,0,1,1,0,0,1,0.04165
17407,no,0,0,0,0,0,1,0,0.49753,4,5,0,1,1,0,0,1,0.50247
17408,no,0,1,0,1,1,1,0,0.98474,5,5,1,0,0,2,2,2,0.01526
17409,no,0,1,0,1,1,1,0,0.96438,5,5,1,0,0,2,2,2,0.03562
17410,no,0,1,0,1,1,1,0,0.97126,5,5,1,0,0,2,2,2,0.02874
17411,no,0,1,0,1,1,1,0,0.33858,5,5,1,0,0,2,2,2,0.66142
17412,no,0,1,0,1,1,1,0,0.97741,5,5,1,0,0,2,2,2,0.02259
17413,no,0,0,0,0,0,1,0,0.34112,2,5,0,1,1,0,0,1,0.65888
17414,no,0,0,0,0,0,1,0,0.98431,2,5,0,1,1,0,0,1,0.01569
17415,no,0,0,0,0,0,2,0,0.93944,8,6,0,1,1,0,0,2,0.06056
17416,no,0,0,0,0,0,2,0,0.39678,8,6,0,1,1,0,0,2,0.60322
17417,no,0,0,0,0,0,2,0,0.65922,8,5,0,1,1,0,0,2,0.34078
17418,no,0,0,0,0,0,2,0,0.7024,8,5,0,1,1,0,0,2,0.2976
